1,3995291,998452,5133000,5000004000,52000
1,3995291,998452,5133000,5000004000,1289000
1,3995291,998452,5133000,5000004000,1284000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1284000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1287000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1284000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1287000
1,3995291,998452,5133000,5000004000,1288000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1288000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1289000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1287000
1,3995291,998452,5133000,5000004000,1284000
1,3995291,998452,5133000,5000004000,1288000
1,3995291,998452,5133000,5000004000,1287000
1,3995291,998452,5133000,5000004000,1284000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1288000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1287000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1286000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1285000
1,3995291,998452,5133000,5000004000,1285000
