1,33955046,1998382,591000,10000004000,129000
1,33955046,1998382,591000,10000004000,811000
1,33955046,1998382,591000,10000004000,1619000
1,33955046,1998382,591000,10000004000,2359000
1,33955046,1998382,591000,10000004000,3119000
1,33955046,1998382,591000,10000004000,3823000
1,33955046,1998382,591000,10000004000,4442000
1,33955046,1998382,591000,10000004000,4988000
1,33955046,1998382,591000,10000004000,5099000
1,33955046,1998382,591000,10000004000,5117000
1,33955046,1998382,591000,10000004000,5118000
1,33955046,1998382,591000,10000004000,5117000
1,33955046,1998382,591000,10000004000,5117000
1,33955046,1998382,591000,10000004000,5123000
1,33955046,1998382,591000,10000004000,5118000
1,33955046,1998382,591000,10000004000,5119000
1,33955046,1998382,591000,10000004000,5118000
1,33955046,1998382,591000,10000004000,5120000
1,33955046,1998382,591000,10000004000,5082000
1,33955046,1998382,591000,10000004000,5117000
1,33955046,1998382,591000,10000004000,5125000
1,33955046,1998382,591000,10000004000,5120000
1,33955046,1998382,591000,10000004000,5117000
1,33955046,1998382,591000,10000004000,5113000
1,33955046,1998382,591000,10000004000,5113000
1,33955046,1998382,591000,10000004000,5112000
1,33955046,1998382,591000,10000004000,5113000
1,33955046,1998382,591000,10000004000,5119000
1,33955046,1998382,591000,10000004000,5113000
1,33955046,1998382,591000,10000004000,5115000
1,33955046,1998382,591000,10000004000,5117000
1,33955046,1998382,591000,10000004000,5115000
1,33955046,1998382,591000,10000004000,5121000
1,33955046,1998382,591000,10000004000,5117000
1,33955046,1998382,591000,10000004000,5113000
1,33955046,1998382,591000,10000004000,5113000
1,33955046,1998382,591000,10000004000,5116000
1,33955046,1998382,591000,10000004000,5116000
1,33955046,1998382,591000,10000004000,5119000
1,33955046,1998382,591000,10000004000,5118000
1,33955046,1998382,591000,10000004000,5113000
1,33955046,1998382,591000,10000004000,5107000
1,33955046,1998382,591000,10000004000,5109000
1,33955046,1998382,591000,10000004000,5107000
1,33955046,1998382,591000,10000004000,5109000
1,33955046,1998382,591000,10000004000,5108000
1,33955046,1998382,591000,10000004000,5109000
1,33955046,1998382,591000,10000004000,5113000
